"","mindsCode","tag","response","a","b","c","d","e","f"
"1300","M844097","t111010","He knew where the hot dogs were and went the most direct way to them",1,1,1,0,1,0
"1301","M844097","t100000","He can see hot dogs ahead so he took the shortest available route to them",1,0,0,0,0,0
"1302","M844097","t010101","Potentially the hot dog stand was closed/didn't have exactly what he wanted so he decided to get pizza instead",0,1,0,1,0,1
"1303","M844097","t001011","Brooklyn didn't fancy pizza so walked past it and kept going till he found the next stall",0,0,1,0,1,1
"1304","M844097","t110111","I have no idea why. Maybe he was on a phone call and needed an extra few minutes on it so had to take the long route to finish up his call",1,1,0,1,1,1
"1305","M077855","t000000","Adrian is lazy so he visited the closest food cart, which was the pizza stand.",0,0,0,0,0,0
"1306","M077855","t011110","Drew went in a straight line to the Hot Dog stand.",0,1,1,1,1,0
"1307","M077855","t101011","jesse doesnn't know the area well so travelled far for the Hot Dogs",1,0,1,0,1,1
"1308","M077855","t111100","Taylor is sporty and went around to visit the Pizza stand",1,1,1,1,0,0
"1309","M077855","t001101","Brooklyn doesn't know the area well so goes around the main road to the Pizza stand",0,0,1,1,0,1
"1310","M077855","t110001","Parker is usually lazy but took the long way around to the pizza stand.",1,1,0,0,0,1
"1311","M077855","t100010","Harper went in a straight line to the Hot Dog stand.",1,0,0,0,1,0
"1312","M077855","t010111","Charlei is lazy but too tyhe long way around to the hot dog stand.",0,1,0,1,1,1
"1313","M025532","t101111","they went the long way because they are sporty",1,0,1,1,1,1
"1314","M025532","t000100","went to the closest kiosk because they are lazy",0,0,0,1,0,0
"1315","M025532","t011010","drew went to the further kiosk because he is sporty",0,1,1,0,1,0
"1316","M025532","t010011","charlie doesn't like pizza",0,1,0,0,1,1
"1317","M025532","t111000","taylor was very hungry",1,1,1,0,0,0
"1318","M025532","t001001","Brooklyn got lost",0,0,1,0,0,1
"1319","M025532","t100110","harper loves hot dogs",1,0,0,1,1,0
"1320","M025532","t110101","the hot dog stand was closed",1,1,0,1,0,1
"1321","M122783","t000011","Adrian really likes hotdogs and doesnt know the area well",0,0,0,0,1,1
"1322","M122783","t010010","Charlie likes hotdogs and knows the area well",0,1,0,0,1,0
"1323","M122783","t011001","Drew likes pizza and wants to walk further before eating pizza",0,1,1,0,0,1
"1324","M122783","t101110","Jesse saw hotdogs stand and went there first",1,0,1,1,1,0
"1325","M122783","t100101","Harper did not see the hotdog stand",1,0,0,1,0,1
"1326","M122783","t001000","Brooklyn did not know the area well and went to the first stand they saw",0,0,1,0,0,0
"1327","M122783","t111111","Taylor wanted to walk before eating and likes hotdogs",1,1,1,1,1,1
"1328","M122783","t110100","Parker did not see the hotdogs stand",1,1,0,1,0,0
"1329","M401267","t111010","It is the most direct route to their favourite food vendor.",1,1,1,0,1,0
"1330","M401267","t100000","It is the closest food place because they are lazy.",1,0,0,0,0,0
"1331","M401267","t001011","They went exploring to find somewhere to eat.",0,0,1,0,1,1
"1332","M401267","t011100","It is the most direct route to their favourite food vendor.",0,1,1,1,0,0
"1333","M401267","t101001","They went out for exercise and stopped for food on the way back.",1,0,1,0,0,1
"1334","M401267","t010101","There was something else he needed to do on that route.",0,1,0,1,0,1
"1335","M401267","t000110","It is the closest food vendor.",0,0,0,1,1,0
"1336","M401267","t110111","There was something else they needed to do on their route.",1,1,0,1,1,1
"1337","M008766","t011000","He can see the pizza stand",0,1,1,0,0,0
"1338","M008766","t111110","He can see the hot dog stand and they are his favourite",1,1,1,1,1,0
"1339","M008766","t010001","he did not know what he wanted to eat",0,1,0,0,0,1
"1340","M008766","t101101","they don't know the quickest way",1,0,1,1,0,1
"1341","M008766","t000010","they wanted to eat hot dogs",0,0,0,0,1,0
"1342","M008766","t100100","they were going that way anyway",1,0,0,1,0,0
"1343","M008766","t110011","they needed to go somewhere else on the way",1,1,0,0,1,1
"1344","M008766","t001111","they were going for a walk as they are sporty",0,0,1,1,1,1
"1345","M577296","t000111","Adrian wanted to eat the food they knew the most, and couldn't be bothered to try the other truck. They wondered along aimlessly until they got to the truck on the other side.",0,0,0,1,1,1
"1346","M577296","t010110","Since Charlie is lazy, they just walked to the end of the road to the truck there. They could not see the other one as it was obscured by the houses.",0,1,0,1,1,0
"1347","M577296","t101010","Despite not being able to see it due to the houses, Jesse is sporty so they jogged until they found the hot dog stand.",1,0,1,0,1,0
"1348","M577296","t100001","Harper did not know the area well, so they might have been lost and pre-occupied with this so they did not notice the hot dog stand as they walked past it.",1,0,0,0,0,1
"1349","M577296","t111011","Despite Taylor knowing the area well, and knowing the fastest route, they are sporty so they wanted to take the long way round.",1,1,1,0,1,1
"1350","M577296","t110000","Parker could not be bothered to walk longer to the hot dog stand, despite it being their favourite food. The pizza stand was closer so they went there instead.",1,1,0,0,0,0
"1351","M577296","t011101","Drew wanted to eat the food from the truck that was the furthest distance away as they are sporty.",0,1,1,1,0,1
"1352","M577296","t001100","Brooklyn probably took a different route to learn the area and did not notice the hot dog stand, but when they went around they saw the pizza truck.",0,0,1,1,0,0
"1353","M961219","t111101","They walked around the block in a clockwise direction, happy to get the exercise because they decided to have something other than a hot dog today.",1,1,1,1,0,1
"1354","M961219","t101100","They decided to walk anti-clockwise around the block to see what they came across and were happy to discover the pizza stand.",1,0,1,1,0,0
"1355","M961219","t100011","They really wanted a hot dog and held out until they could find a hot dog stand, even if it meant walking quite some distance.",1,0,0,0,1,1
"1356","M961219","t110010","They knew exactly where to go for a hot dog and chose the shortest route to get there.",1,1,0,0,1,0
"1357","M961219","t001110","They set off walking and discovered a hot dog stand en-route and enjoyed a hot dog before walking some more to explore the new area.",0,0,1,1,1,0
"1358","M961219","t000001","They set off walking to explore the area, discovering a hot dog on the way, but didn't feel like eating a hot dog today and continued on until they discovered the pizza stand.",0,0,0,0,0,1
"1359","M961219","t010000","They knew exactly where to go quickly to get something to eat.",0,1,0,0,0,0
"1360","M961219","t011111","They really wanted a hot dog and wanted to make sure they got some good exercise before getting their reward.",0,1,1,1,1,1
"1361","M174263","t011011","Drew first wanted a pizza but when arriving there he changed his mind so he carried on to the hotdogs food truck.",0,1,1,0,1,1
"1362","M174263","t110110","Parker was hungry so he went straight to the hot dogs food truck which luckily was the closest to him as he is lazy.",1,1,0,1,1,0
"1363","M174263","t001010","Brooklyn wanted to explore the area as he doesn't know it well and when discovering the hot dogs food truck he decided to stop there to eat.",0,0,1,0,1,0
"1364","M174263","t100111","Harper didn't notice the hot dogs food truck or maybe he just wasn't hungry and decided to explore the area but got lost as eventually it took him a long path to get to the hot dogs food truck.",1,0,0,1,1,1
"1365","M174263","t111001","Taylor wanted to exercise and decided to have a pizza for a change.",1,1,1,0,0,1
"1366","M174263","t010100","Charlie wanted a pizza.",0,1,0,1,0,0
"1367","M174263","t101000","Jesse thought there are no hot dogs in the area as he doesn't know it well so decided to have a pizza when he found a food truck.",1,0,1,0,0,0
"1368","M174263","t000101","Adrian badly wanted a pizza so didn't stop at the hot dogs food truck even if it took him longer to get there.",0,0,0,1,0,1
"1369","M216624","t111100","To increase thier step count",1,1,1,1,0,0
"1370","M216624","t101011","Didnt realise there was a shorter route.",1,0,1,0,1,1
"1371","M216624","t100010","Harper took a really short route - cause he was really hungry and wanted to get there with minimal effort",1,0,0,0,1,0
"1372","M216624","t001101","Got lost",0,0,1,1,0,1
"1373","M216624","t010111","Not being familiar with the area - they didnt know there any easier and short route",0,1,0,1,1,1
"1374","M216624","t110001","They were not aware that it was not far away",1,1,0,0,0,1
"1375","M216624","t011110","Drew was not in the mood for taking a longer path.",0,1,1,1,1,0
"1376","M216624","t000000","Adrian was lucky to source a short route",0,0,0,0,0,0
"1377","M077141","t111111","THEY ARE STANDING NEXT TO THE HOT DOG STAND",1,1,1,1,1,1
"1378","M077141","t011001","drew likes the pizza",0,1,1,0,0,1
"1379","M077141","t101110","jesse is stnding next to the hot dog stand",1,0,1,1,1,0
"1380","M077141","t100101","harper is stnding at a wrong stand",1,0,0,1,0,1
"1381","M077141","t110100","Parker is lazy he ended up at the wrong stand of pizza",1,1,0,1,0,0
"1382","M077141","t010010","Charlie is at a hot dog stand",0,1,0,0,1,0
"1383","M077141","t001000","BROOKLN IS AT A PIZZA STAND",0,0,1,0,0,0
"1384","M077141","t000011","Adrian is standing at a hot dog stand",0,0,0,0,1,1
"1385","M887585","t010001","He likes pizza",0,1,0,0,0,1
"1386","M887585","t100100","He was lost",1,0,0,1,0,0
"1387","M887585","t110011","He likes hot dogs",1,1,0,0,1,1
"1388","M887585","t011000","He likes pizza, he didn't have time for a long walk",0,1,1,0,0,0
"1389","M887585","t000010","He doesn't like pizza",0,0,0,0,1,0
"1390","M887585","t101101","Jesse wanted pizza for a change and wanted to get some excersize",1,0,1,1,0,1
"1391","M887585","t111110","He likes hot dogs, the stall was near by",1,1,1,1,1,0
"1392","M887585","t001111","Brooklyn wanted to get some excersize",0,0,1,1,1,1
"1393","M047399","t001110","Brooklyn doesn't realise there might be another food truck so goes to the first one spotted.",0,0,1,1,1,0
"1394","M047399","t100011","Harper prefers hot dogs to the food on the other truck.",1,0,0,0,1,1
"1395","M047399","t011111","Drew wants a long walk first.",0,1,1,1,1,1
"1396","M047399","t101100","Jesse fancied a change from their usual favourite food.",1,0,1,1,0,0
"1397","M047399","t010000","This was the closest food that Charlie could see.",0,1,0,0,0,0
"1398","M047399","t111101","Taylor wanted to walk further than the hot dog stand.",1,1,1,1,0,1
"1399","M047399","t000001","Adrian wanted to get to know the area.",0,0,0,0,0,1
"1400","M047399","t110010","Parker really wanted a hot dog so kept walking till he found one.",1,1,0,0,1,0
"1401","M049366","t110100","Parker wasn't paying attention and didn't see tje hot dog stand at the corner of the road.",1,1,0,1,0,0
"1402","M049366","t111111","Taylor saw the hot dog stand which is his favourite but he went the long way round for some extra exercise because he is sporty.",1,1,1,1,1,1
"1403","M049366","t010010","Charlie decided to find the other food truck because he doesn't like pizza.",0,1,0,0,1,0
"1404","M049366","t101110","Jesse went straight to the hot dog van because he was hungry.",1,0,1,1,1,0
"1405","M049366","t011001","Drew went the long way round to get to the pizza truck for extra exercise.",0,1,1,0,0,1
