"","P","Pu","K","Ku","C","Cu","S","Su","br","sem","prior","condition","posterior","Pces","Puces","Kces","Kuces","Cces","Cuces","Sces","Suces","brces","Pcfs","Pucfs","Kcfs","Kucfs","Ccfs","Cucfs","Scfs","Sucfs","brcfs","E_count"
"347",0,1,0,1,1,0,1,0,1,TRUE,2.29979548549112e-15,"c00111",7.06781226042533e-14,-0.124877740504652,0.0208574725561933,-0.127322414131416,0.015451062476223,0.00244102428452754,-0.00113942925756562,0,-0.0576969547702435,0.842323051115596,14992,14727,15043,14995,24892,1,0,2500,15468,88509
"348",1,1,0,1,1,0,1,0,1,TRUE,2.29979548549112e-15,"c10111",6.08659938935921e-14,0.213410060088626,0.214072935091753,-0.0663125171839151,0.0078560125179475,0.000698415060585348,-0.00174068899823773,0,-0.0303732240086304,0.454104877814286,15090,14729,14737,14975,24674,8,0,2378,15516,96351
"349",0,0,1,1,1,0,1,0,1,TRUE,1.0835891173522e-14,"c01111",3.32973179622663e-13,-0.00898714471831331,-0.00677519525956138,0.231644013438485,0.23065008413272,0.00446007718348642,0,0,-0.0332799140550938,0.485452506634776,14914,14942,14940,14987,24682,0,0,2448,15774,95773
"350",1,0,1,1,1,0,1,0,1,TRUE,1.0835891173522e-14,"c11111",2.86756839083143e-13,0.00923043860603334,-0.0668231298536461,0.2137842616181,0.21542909835075,0.00032520158540419,-0.00123257771529038,0,-0.0308654277249089,0.451261219564875,15007,15088,14815,14933,24607,4,0,2447,15719,96341
"351",0,1,1,1,1,0,1,0,1,TRUE,2.29979548549112e-15,"c01111",7.06697956839046e-14,-0.065803792524211,0.0043012035189208,0.209528639459626,0.220953205425936,-0.00190997464395551,0.00420160634762212,0,-0.0308314024243343,0.452995572016305,14975,14914,14882,14812,24597,8,0,2435,15655,96331
"352",1,1,1,1,1,0,1,0,1,TRUE,2.29979548549112e-15,"c11111",6.08608995232982e-14,0.123901529155168,0.11068175840284,0.118271072196567,0.112297447511997,0.000813771891599805,-0.000828494989172918,0,-0.0166929582191411,0.250376263698747,14856,14800,14779,15058,24694,6,0,2378,15432,98869
"353",0,0,0,0,0,1,1,0,1,TRUE,0.0226809888212687,"c00011",0.697040114570446,-0.02948301234192,-0.0197843182791789,-0.0245095757929481,-0.0140040388855513,0.00170681574800291,0.000569415261698988,0,-0.06389510988969,0.960716837805163,15121,15060,15086,14940,5248,30086,0,2345,15555,85469
"354",1,0,0,0,0,1,1,0,1,TRUE,0.0226809888212687,"c10011",0.600271170112835,0.023418833314414,-0.134051996502522,-0.0225886421701249,-0.0220589008068609,-0.00284351736197471,-0.000807126439054257,0,-0.0620210663186649,0.900650373487199,14989,14833,14984,14884,5249,30267,0,2485,15689,86885
"355",0,1,0,0,0,1,1,0,1,TRUE,0.00481378364384903,"c00011",0.147938889660728,-0.13531605851794,0.0196722915492401,-0.018789695380442,-0.0180956753983887,0.00301482177132581,-0.00336622753392574,0,-0.0627001850669129,0.898312979834893,15041,15145,14928,14861,5292,29957,0,2558,15653,86975
"356",1,1,0,0,0,1,1,0,1,TRUE,0.00481378364384903,"c10011",0.127400774425392,0.232283278911383,0.224453990296609,-0.00704862663857535,-0.0154281103158574,-0.000797551594767099,-0.000326047310897245,0,-0.032537008135628,0.48205130473111,14957,14977,15156,14973,5214,30267,0,2385,15716,95847
"357",0,0,1,0,0,1,1,0,1,TRUE,0.0226809888212687,"c01011",0.696957993012884,-0.0217782475412926,-0.0164862298488389,0.0243667551704056,-0.134236649257687,0.000799323245362493,0.00433154214040609,0,-0.0604200438030262,0.895063645112529,14937,15195,15011,15026,5313,29902,0,2411,15572,87126
"358",1,0,1,0,0,1,1,0,1,TRUE,0.0226809888212687,"c11011",0.600220928534218,0.022620752086246,-0.125758639066248,0.0196100497654256,-0.127115538540205,0.000187372699489226,-0.00218164390169422,0,-0.0567608864185952,0.846354067590747,14803,14902,15017,14961,5271,29978,0,2374,15609,88301
"359",0,1,1,0,0,1,1,0,1,TRUE,0.00481378364384903,"c01011",0.147921460287885,-0.125656351084568,0.0218931756604298,0.0212042449941084,-0.121640638318404,0.00165963187802291,-0.00408054324386153,0,-0.0570482804307644,0.840895072195093,15146,15047,14980,14848,5257,29954,0,2445,15515,88507
"360",1,1,1,0,0,1,1,0,1,TRUE,0.00481378364384903,"c11011",0.127390111217923,0.207078781752774,0.215673672962217,0.00499353176407603,-0.0679846179216678,0.000137762694500719,-0.0014531610104229,0,-0.0305037277053385,0.455500342081203,14909,15179,14901,14887,5210,29945,0,2394,15458,96345
"361",0,0,0,1,0,1,1,0,1,TRUE,2.90279293134155e-06,"c00011",8.92096518975058e-05,-0.0215467624768631,-0.0163261759946527,-0.134043525252843,0.0244538255045886,0.00186812155800431,-0.0027025570906059,0,-0.0607293245358415,0.898725085602479,15022,14896,14907,14985,5329,29730,0,2416,15571,87035
"362",1,0,0,1,0,1,1,0,1,TRUE,2.90279293134155e-06,"c10011",7.68248211408534e-05,0.0203778578637433,-0.126553434312326,-0.127943521424056,0.0249773133028423,-0.000801174000265177,0.00331042796365936,0,-0.0569862260408759,0.842613240543223,15098,14843,15052,14866,5161,30141,0,2415,15599,88400
"363",0,1,0,1,0,1,1,0,1,TRUE,6.16085006014784e-07,"c00011",1.89337407888929e-05,-0.127584050689739,0.0227149290135373,-0.128388608766901,0.016114786032463,-0.003451752255134,0.00159759018764275,0,-0.0571651950284879,0.844062295497103,15070,14990,14968,15003,5252,29935,0,2419,15614,88353
"364",1,1,0,1,0,1,1,0,1,TRUE,6.16085006014784e-07,"c10011",1.63052003756854e-05,0.224366875658839,0.2105693585488,-0.0679626774295773,0.011893489456996,0.00362581852588012,-0.00263925767887433,0,-0.0308995878119192,0.456234118969907,15297,14957,15297,14950,5272,29836,0,2405,15693,96270
"365",0,0,1,1,0,1,1,0,1,TRUE,2.90279293134155e-06,"c01011",8.91991416909764e-05,-0.0133921202667223,-0.0198650316777545,0.233131005795654,0.22817590083141,-0.00556827617968622,0.00344375948498238,0,-0.0334468986825153,0.483353007726409,15047,14826,15031,15038,5333,29804,0,2475,15873,95778
"366",1,0,1,1,0,1,1,0,1,TRUE,2.90279293134155e-06,"c11011",7.68183910464506e-05,0.0156466994368829,-0.0685058700182475,0.212931965807513,0.213277303973081,-0.00417037107190953,-0.00198451835782703,0,-0.0302753121004499,0.454614842692932,14965,14897,14977,15065,5360,30093,0,2350,15561,96331
"367",0,1,1,1,0,1,1,0,1,TRUE,6.16085006014784e-07,"c01011",1.89315101162938e-05,-0.0680539659997717,0.00688588944581684,0.210172036330866,0.21995945689413,0.000583548469621907,-0.000156186090090009,0,-0.0306030566919985,0.454314658809614,14893,14962,14944,15090,5150,30110,0,2392,15623,96319
"368",1,1,1,1,0,1,1,0,1,TRUE,6.16085006014784e-07,"c11011",1.6303835660791e-05,0.113984329369588,0.126879913640291,0.123591954288293,0.111747173979514,-1.44184812784514e-06,0.00114485788712559,0,-0.0171934830779633,0.25187822662325,14923,14982,15008,15246,5362,29987,0,2426,15783,98825
"369",0,0,0,0,1,1,1,0,1,TRUE,0.0226809888212687,"c00111",0.697040114570446,-0.0223647553125432,-0.0207612903056251,-0.024240856893564,-0.0187213811004283,-0.00161246442648537,0.00505607424263587,0,-0.0656759507313045,0.957170878009121,15064,14983,14917,14942,24854,30104,0,2454,15764,85364
"370",1,0,0,0,1,1,1,0,1,TRUE,0.0226809888212687,"c10111",0.600271170112835,0.0263319266103822,-0.136364866701695,-0.019429316873801,-0.0165420585001589,-0.000845821524193766,0.00446084824426399,0,-0.0614208711437308,0.897892412856821,14982,15134,15004,14950,24775,29910,0,2445,15733,86917
"371",0,1,0,0,1,1,1,0,1,TRUE,0.00481378364384903,"c00111",0.147938889660728,-0.132971159322209,0.0243032808906745,-0.0234175894472194,-0.0251419078234497,0.00289556891797236,-0.000240527450120414,0,-0.0609899172150105,0.898987395364011,15097,14975,15101,14924,24536,29923,0,2456,15455,87128
"372",1,1,0,0,1,1,1,0,1,TRUE,0.00481378364384903,"c10111",0.127400774425392,0.235474729989209,0.220576773561355,-0.0175444266084673,-0.0100914708697121,-0.000549916867138718,-0.000916934087762781,0,-0.0320569192846238,0.482551298269017,15061,14644,15132,14855,24610,30022,0,2372,15372,95942
"373",0,0,1,0,1,1,1,0,1,TRUE,0.0226809888212687,"c01111",0.696957993012884,-0.0245680066628569,-0.0272909903775157,0.0237798774533449,-0.137189155026835,-9.11483861576677e-05,-0.000255643677195129,0,-0.0610268301420225,0.896338703284091,15087,15004,14995,15050,24508,30309,0,2412,15793,86905
"374",1,0,1,0,1,1,1,0,1,TRUE,0.0226809888212687,"c11111",0.600220928534218,0.0197787459888892,-0.125542040725504,0.0218359081042564,-0.128291174234324,0.00140702329154028,-0.0041141644362293,0,-0.0575441924243988,0.845785230078547,15134,14966,14999,14959,24488,29893,0,2449,15568,88347
"375",0,1,1,0,1,1,1,0,1,TRUE,0.00481378364384903,"c01111",0.147921460287885,-0.125357533959756,0.0204395967660302,0.0173525406072536,-0.128119246623072,0.00130665775955273,0.00273990359414222,0,-0.0579340617731986,0.84609160199159,14748,15098,14988,14990,24798,30077,0,2470,15621,88298
"376",1,1,1,0,1,1,1,0,1,TRUE,0.00481378364384903,"c11111",0.127390111217923,0.211399366623737,0.225491548929244,0.00446663857436221,-0.0688737006209349,-0.00491878151481886,0.00271248460841321,0,-0.0316996016070143,0.459225965299272,15216,15103,15072,14922,24651,30103,0,2465,15863,96176
"377",0,0,0,1,1,1,1,0,1,TRUE,2.90279293134155e-06,"c00111",8.92096518975058e-05,-0.0285344625096509,-0.0213590301956086,-0.13574638514659,0.0211895826611405,-0.00359599768226052,0.000568878878385813,0,-0.0603329519477776,0.895552069373769,14961,14986,14867,15089,24878,30059,0,2388,15649,87048
"378",1,0,0,1,1,1,1,0,1,TRUE,2.90279293134155e-06,"c10111",7.68248211408534e-05,0.0245371615314715,-0.124904245752759,-0.12439770681477,0.0226681040255828,-0.0013316165147416,-0.00512217708165122,0,-0.05601235266078,0.840647139060245,14955,14875,15046,15128,25043,29899,0,2324,15725,88350
"379",0,1,0,1,1,1,1,0,1,TRUE,6.16085006014784e-07,"c00111",1.89337407888929e-05,-0.123789816316537,0.0243451266300242,-0.124933227104188,0.0289198482533879,0.00182991016495946,-0.000281677167389963,0,-0.0568672352276369,0.840465892437084,14977,15226,15095,15125,24670,30065,0,2407,15656,88408
"380",1,1,0,1,1,1,1,0,1,TRUE,6.16085006014784e-07,"c10111",1.63052003756854e-05,0.214947975784396,0.210940788147363,-0.0671048461502477,0.00874783716581599,0.0016997608077775,0.00341667531651679,0,-0.0310314843519701,0.458560124783065,15106,15121,14916,14940,24741,29997,0,2435,15504,96285
"381",0,0,1,1,1,1,1,0,1,TRUE,2.90279293134155e-06,"c01111",8.91991416909764e-05,-0.0163393940158104,-0.00860247132490136,0.228646024075727,0.224721448530539,0.00135885280999014,-0.00197687696255648,0,-0.0325124782813017,0.4837162027902,14798,14854,15072,14873,24508,29878,0,2385,15605,95853
"382",1,0,1,1,1,1,1,0,1,TRUE,2.90279293134155e-06,"c11111",7.68183910464506e-05,0.0186765608993066,-0.0657752123628503,0.215925107179214,0.208359240107193,-0.000835738462775206,-0.00396207604861571,0,-0.0313131727338442,0.452488232638282,14852,14912,14961,14848,24746,30305,0,2530,15576,96360
"383",0,1,1,1,1,1,1,0,1,TRUE,6.16085006014784e-07,"c01111",1.89315101162938e-05,-0.0704491673495451,0.00962610594674282,0.218712567942647,0.214303931997883,-0.00418883170554899,0.00305734277835684,0,-0.0312553922867073,0.457312078480717,14959,14899,14820,15192,24739,29916,0,2458,15638,96268
"384",1,1,1,1,1,1,1,0,1,TRUE,6.16085006014784e-07,"c11111",1.6303835660791e-05,0.121425729770333,0.114141180804765,0.117943935760146,0.11782808755087,-0.00141983702243941,0.003589872968377,0,-0.0167582311047535,0.250323765876476,14786,15196,14795,14980,24767,29941,0,2343,15740,98843
"385",0,0,0,0,0,0,0,1,1,TRUE,7.42748794846126e-12,"c00001",2.48322738102024e-10,-0.0186826321693239,-0.0198290425610122,-0.0174892412122533,-0.0161293826540812,-0.00331466435818316,-0.003441908782616,-0.156633286684078,0.0580058525683667,0.843501998810845,15002,15212,14987,14937,5382,9,29776,27684,15611,88369
"386",1,0,0,0,0,0,0,1,1,TRUE,7.42748794846126e-12,"c10001",2.08541406348486e-10,0.0209950385497174,-0.118439662968126,-0.0219871742749639,-0.01553267898097,0.0019769288232891,0.00574971048173747,-0.1428456912674,0.0634030548952354,0.792979861900336,15053,14875,15112,15013,5339,2,30169,27182,15770,89467
"387",0,1,0,0,0,0,0,1,1,TRUE,1.57640040665514e-12,"c00001",5.27036957908287e-11,-0.117712340742113,0.0197211328654846,-0.0206524795159953,-0.0146630024988456,0.0032414675444623,-0.00108515770480215,-0.145493318330178,0.0650499523390961,0.79342242899198,15002,15041,14729,15094,5266,1,30214,27207,15758,89465
"388",1,1,0,0,0,0,0,1,1,TRUE,1.57640040665514e-12,"c10001",4.42605575469556e-11,0.193750722855848,0.20789166686131,-0.0100193148305293,-0.0107264396224113,0.00324868946715926,-0.0012976688180603,-0.0777159441761631,0.0342607446518478,0.427224834003201,15137,14948,14994,14912,5312,5,30108,27569,15577,96742
"389",0,0,1,0,0,0,0,1,1,TRUE,7.42748794846126e-12,"c01001",2.48288119859504e-10,-0.0190913460074747,-0.0190686987953034,0.016716012921315,-0.120177446654786,-0.00156146486880019,0.0081303068300194,-0.145459219911873,0.0580270979571427,0.790565754747756,15181,15038,15068,14843,5342,4,30034,27565,15854,89465
"390",1,0,1,0,0,0,0,1,1,TRUE,7.42748794846126e-12,"c11001",2.08521265067348e-10,0.0225119540607293,-0.112496709734207,0.0166798948552659,-0.1111837328929,-9.85111371000027e-05,-0.00142941367671231,-0.137172659555407,0.0484967439921168,0.744064459605189,15066,15042,15143,15032,5153,2,30096,27691,15578,90731
"391",0,1,1,0,0,0,0,1,1,TRUE,1.57640040665514e-12,"c01001",5.26963484599457e-11,-0.111894287867372,0.0210079144039314,0.0153531372446096,-0.110426163405322,-0.00267359028527366,-0.00175878265013169,-0.139569941362685,0.0518430423233358,0.744539996062757,15097,15187,15198,14947,5344,3,30009,27735,15683,90653
"392",1,1,1,0,0,0,0,1,1,TRUE,1.57640040665514e-12,"c11001",4.42562827875757e-11,0.191032997938739,0.188007085405822,0.0112256973760512,-0.0600924594836758,0.00290642320791659,0.00630948176056364,-0.0706545487136826,0.0303183296917407,0.404448532452931,14920,14923,15061,14812,5225,6,29794,27561,15578,97070
"393",0,0,0,1,0,0,0,1,1,TRUE,9.50596099857869e-16,"c00001",3.17812197049359e-14,-0.0130167535903887,-0.0203075747113719,-0.120165136602667,0.0241882638172106,-0.00120730525524958,-0.00108889585524225,-0.144846059248537,0.0569473995338185,0.793735377059751,14942,14862,14811,15160,5305,1,29865,27685,15839,89400
"394",1,0,0,1,0,0,0,1,1,TRUE,9.50596099857869e-16,"c10001",2.66898645826568e-14,0.021147020739916,-0.113160590478449,-0.11000604914371,0.0158005651650669,-0.000664798709076649,0.00452759796330653,-0.137786227253165,0.0485416544996078,0.744747994512304,14796,15056,14930,15023,5136,3,30070,27693,15621,90688
"395",0,1,0,1,0,0,0,1,1,TRUE,2.01753283045202e-16,"c00001",6.74520484105752e-15,-0.110797874367903,0.0212303422562169,-0.114737661989078,0.0146789026999555,0.000681361971572621,0,-0.131661393266954,0.0531944849930328,0.747415183273227,14983,15107,15111,14792,5179,0,29977,27635,15328,90816
"396",1,1,0,1,0,0,0,1,1,TRUE,2.01753283045202e-16,"c10001",5.66462223481455e-15,0.185390071510968,0.197675899951834,-0.0617987341281245,0.0132759334819919,0.000281619686031143,-0.00111074841164477,-0.0749954008822784,0.0298103717047457,0.405602339365767,15155,14868,14905,14827,5245,4,29996,27883,15788,97008
"397",0,0,1,1,0,0,0,1,1,TRUE,9.50596099857869e-16,"c01001",3.17767891401808e-14,-0.0134747966333995,-0.00388241603439623,0.205386321286327,0.205157851546885,-0.00120509323309491,-0.00131608264399695,-0.0829676434058297,0.0302797452835395,0.432777140956508,14947,14992,15123,14986,5373,5,30057,27751,15608,96652
"398",1,0,1,1,0,0,0,1,1,TRUE,9.50596099857869e-16,"c11001",2.66872868304707e-14,0.00826322977119242,-0.0583279924139058,0.187035801976977,0.191435682956644,0.00785661756480534,-0.00109670193218404,-0.0750116085817714,0.0229845590167136,0.400699168626071,14983,14885,14965,14876,5258,4,29956,27677,15773,97081
"399",0,1,1,1,0,0,0,1,1,TRUE,2.01753283045202e-16,"c01001",6.74426450374157e-15,-0.0614185609908338,0.0110919290594236,0.193869001271134,0.19114153905888,-0.00366581082409011,-0.0011063397763504,-0.0746775775722456,0.0285282825039795,0.408425030894019,14994,14855,14850,15232,5215,4,30006,27541,15500,97031
"400",1,1,1,1,0,0,0,1,1,TRUE,2.01753283045202e-16,"c11001",5.66407513603464e-15,0.104915062390501,0.114459423940076,0.101028364191581,0.11351225875223,0.00265239075899812,-0.000533558332801698,-0.041074237557115,0.0206651673301625,0.225010888115359,14768,14981,15153,14994,5345,3,29952,27256,15784,99060
"401",0,0,0,0,1,0,0,1,1,TRUE,7.42748794846126e-12,"c00101",2.48322738102024e-10,-0.0196116447720313,-0.0187054356703648,-0.0226564920383974,-0.0168112326305604,0.000764062655385613,0.00533978262878472,-0.151666520987035,0.0635708121694813,0.845725786234888,15087,14984,15023,14834,24755,2,29915,27642,15589,88332
"402",1,0,0,0,1,0,0,1,1,TRUE,7.42748794846126e-12,"c10101",2.08541406348486e-10,0.0135715731546786,-0.12005105277544,-0.0214487533333377,-0.0175184701704673,0.00231968593109633,-0.00107441928715603,-0.148022307804616,0.0596689629982834,0.794902864013924,14926,14961,15092,15124,24732,1,30208,27833,15447,89651
"403",0,1,0,0,1,0,0,1,1,TRUE,1.57640040665514e-12,"c00101",5.27036957908287e-11,-0.115935884761579,0.019590581023796,-0.0170372863029541,-0.0181001925624658,-0.00614158358735741,-0.00240122766508206,-0.14180258947719,0.0576502243386544,0.794626520792842,14848,15029,15075,14887,24748,5,29630,27331,15442,89661
"404",1,1,0,0,1,0,0,1,1,TRUE,1.57640040665514e-12,"c10101",4.42605575469556e-11,0.203515294982577,0.201635504160093,-0.0133057075970137,-0.00820256430001969,0.000997430246023836,-0.000838504942725615,-0.0788155113284181,0.034380499610744,0.435563446276827,15263,15108,15084,15020,24741,2,30014,27717,15633,96604
"405",0,0,1,0,1,0,0,1,1,TRUE,7.42748794846126e-12,"c01101",2.48288119859504e-10,-0.0189660914193176,-0.0177176001722788,0.0216191128221537,-0.117861188801316,-0.00314535766576012,0.00411352449195995,-0.145581575344894,0.0615851952699273,0.790220206991866,14900,15117,15106,15048,24909,3,30055,27688,15680,89596
"406",1,0,1,0,1,0,0,1,1,TRUE,7.42748794846126e-12,"c11101",2.08521265067348e-10,0.019187984559081,-0.110717223513419,0.0182174525589585,-0.111462619309258,0.0020080712802472,-0.0020314765689301,-0.13731782436794,0.0490101720889506,0.745041379585201,14886,15085,14998,14789,24677,4,29797,27699,15673,90648
"407",0,1,1,0,1,0,0,1,1,TRUE,1.57640040665514e-12,"c01101",5.26963484599457e-11,-0.110968980532179,0.0237930393077031,0.0226807043745372,-0.109419156355948,0.0033832455367006,-0.00144068873048187,-0.140440773468416,0.0493086384341142,0.747406157399708,14922,14819,15073,14984,24733,2,30049,27805,15667,90598
"408",1,1,1,0,1,0,0,1,1,TRUE,1.57640040665514e-12,"c11101",4.42562827875757e-11,0.19178305714455,0.198074529161041,0.00680512499507618,-0.061555936791023,0.00358481851129553,-0.00125760387793851,-0.07180757078608,0.0334650811446476,0.411704559166491,15072,14997,14818,15247,24637,5,30138,27716,15726,96934
"409",0,0,0,1,1,0,0,1,1,TRUE,9.50596099857869e-16,"c00101",3.17812197049359e-14,-0.0175024669845454,-0.0215680802691374,-0.119963113382727,0.0185945472348925,0.00233874263163228,-0.00216020222714764,-0.144857187619218,0.0568834413403061,0.795413311412365,14991,14750,15046,14808,24831,4,30168,27590,15568,89553
"410",1,0,0,1,1,0,0,1,1,TRUE,9.50596099857869e-16,"c10101",2.66898645826568e-14,0.0197060918900027,-0.109947415355296,-0.111100103813102,0.0217749951361554,0.000989195913481428,-0.00224829086388458,-0.133793472519386,0.0550403051907761,0.743361307866889,15089,15008,14890,14983,24591,5,29975,27656,15465,90819
"411",0,1,0,1,1,0,0,1,1,TRUE,2.01753283045202e-16,"c00101",6.74520484105752e-15,-0.114173897050531,0.0208884459746874,-0.114743872420801,0.0218394815860981,-0.00203853841515059,0.00448720829382425,-0.138680792025811,0.0530901428342619,0.746010599307095,15010,15134,15058,14985,24731,3,30001,27505,15732,90588
"412",1,1,0,1,1,0,0,1,1,TRUE,2.01753283045202e-16,"c10101",5.66462223481455e-15,0.194054074282776,0.182936851599316,-0.0603738468405576,0.0120980676311164,0.00321656662781683,-0.000774519307988472,-0.0733857832204526,0.0282144686564586,0.402463277224223,15166,14964,14931,14986,24680,2,29994,27607,15624,97088
"413",0,0,1,1,1,0,0,1,1,TRUE,9.50596099857869e-16,"c01101",3.17767891401808e-14,-0.00782017771380123,-0.0100000744222168,0.207036906730628,0.203562570582031,-0.00263348124286535,-0.00144903865391073,-0.0765493927865576,0.0326992498637676,0.430429402257658,14979,14856,14840,15016,24802,6,30098,27645,15887,96619
"414",1,0,1,1,1,0,0,1,1,TRUE,9.50596099857869e-16,"c11101",2.66872868304707e-14,0.0166545050561681,-0.0596218609979679,0.193731095136534,0.18821136925794,-0.00715044699671348,-0.00123176980101759,-0.0763933769370556,0.0289024150114799,0.402548815090524,14991,15060,15077,14689,24899,5,30015,27749,15772,97055
"415",0,1,1,1,1,0,0,1,1,TRUE,2.01753283045202e-16,"c01101",6.74426450374157e-15,-0.0620050263251801,0.0103085271479368,0.188882840513698,0.195172073824386,0.000908718371774218,-0.0011076831709655,-0.0723784102512715,0.0356728875348616,0.405214744112044,15042,15097,14960,14878,24642,4,29992,27620,15740,97024
"416",1,1,1,1,1,0,0,1,1,TRUE,2.01753283045202e-16,"c11101",5.66407513603464e-15,0.108807281364224,0.110689509030778,0.109357299766199,0.111286403577494,-0.00157262648320353,-0.00063275876816675,-0.0437589278533992,0.0162754937319588,0.231111168025102,14927,15041,15076,14939,24694,4,30166,27266,15782,99009
"417",0,0,0,0,0,1,0,1,1,TRUE,0.00198972647188465,"c00001",0.0665224001709537,-0.0205893326164369,-0.0175341477495734,-0.0140144444493802,-0.0215693967974524,-0.0015263379216156,0.00324398785624612,-0.154226957139643,0.0631229711760262,0.844774478275553,14951,14906,15090,14826,5231,29726,29938,27643,15657,88302
"418",1,0,0,0,0,1,0,1,1,TRUE,0.00198972647188465,"c10001",0.0558655038654892,0.0184933552369231,-0.118061373396061,-0.0142095783996843,-0.0218903752793585,-0.00492015226581417,0.00155077708009277,-0.143537273495794,0.0630488731156036,0.791610175387252,15024,14962,15182,14958,5094,29883,29951,27483,15635,89595
"419",0,1,0,0,0,1,0,1,1,TRUE,0.000422296965161857,"c00001",0.0141186279141513,-0.118490424752204,0.0168528757828861,-0.0179951539303112,-0.0201026231539674,0.000794071195586871,0.00194704042205605,-0.149540783298032,0.0552117455448028,0.791030602354724,14899,14996,15203,15081,5183,30124,30019,27462,15609,89627
"420",1,1,0,0,0,1,0,1,1,TRUE,0.000422296965161857,"c10001",0.0118568220672503,0.20500685383441,0.204424516803249,-0.00363129413999532,-0.00692632550558948,0.00553072423686673,0.00613910253831829,-0.077412469689657,0.0354522621941562,0.43421372524926,15062,14929,14934,15093,5248,29864,29939,27552,15529,96650
"421",0,0,1,0,0,1,0,1,1,TRUE,0.00198972647188465,"c01001",0.066513126398444,-0.0183724962874289,-0.018439658334182,0.0184864550123369,-0.118701918025554,0.00128751285708536,0.00524557087178176,-0.143872946322771,0.0578315357227864,0.792032617672988,14968,15016,14908,15115,5333,29977,29923,27612,15628,89590
"422",1,0,1,0,0,1,0,1,1,TRUE,0.00198972647188465,"c11001",0.0558601082807994,0.0191763639603504,-0.109990576389623,0.0173660728473474,-0.111298586883827,-0.00515133180169592,0.00131571058692477,-0.136389958206648,0.0571990732092858,0.744487842595416,15029,14960,15302,15018,5277,30006,29990,27544,15663,90667
"423",0,1,1,0,0,1,0,1,1,TRUE,0.000422296965161857,"c01001",0.0141166596607045,-0.113404456731769,0.0139566816024675,0.0244229089258424,-0.112581032963427,-0.00323014596471395,-0.00138360848780677,-0.135586219453313,0.0501731005377587,0.738996919577643,14939,14940,15234,15014,5275,29946,30113,27461,15667,90789
"424",1,1,1,0,0,1,0,1,1,TRUE,0.000422296965161857,"c11001",0.0118556769153554,0.190388524000848,0.194357687866444,0.0116015628977691,-0.0601450665880529,0.00421511208417903,-0.00368914073368067,-0.0705132280209423,0.0331558879350837,0.409218992554939,15070,15163,15151,14931,5270,29755,30075,27299,15576,97003
"425",0,0,0,1,0,1,0,1,1,TRUE,2.54652210421876e-07,"c00001",8.51377135775676e-06,-0.0161874416816624,-0.0232179749467843,-0.121860437844483,0.0227685460428757,0.00692327147998408,0.000341814748458896,-0.148113469884676,0.0504317136406415,0.789023060385044,15000,15150,15088,14874,5287,30144,29883,27594,15659,89639
"426",1,0,0,1,0,1,0,1,1,TRUE,2.54652210421876e-07,"c10001",7.14986418821864e-06,0.0188587928566332,-0.110511595379203,-0.111343763751718,0.018577688372402,0.00337587702479557,0.00526275018706129,-0.135205770649561,0.0553302049567922,0.743075787305296,14963,15024,14950,14817,5278,29961,30123,27706,15406,90863
"427",0,1,0,1,0,1,0,1,1,TRUE,5.40470547849007e-08,"c00001",1.80695178823105e-06,-0.112454007419699,0.023897417789811,-0.112942168312149,0.0204278195651148,0.00822254990049012,0.00810335884406094,-0.137540405937774,0.0465737287139106,0.74490067125224,15011,14988,15208,15079,5301,29893,29932,27663,15639,90673
"428",1,1,0,1,0,1,0,1,1,TRUE,5.40470547849007e-08,"c10001",1.5174778999368e-06,0.191876298397409,0.191465730527671,-0.0608107824516937,0.00958518485824928,0.00169282429215062,-0.00538216567973842,-0.0749778722004057,0.0254368289289826,0.406333916882571,14984,14750,14997,15074,5249,29968,29984,27608,15699,97017
"429",0,0,1,1,0,1,0,1,1,TRUE,2.54652210421876e-07,"c01001",8.51258446764804e-06,-0.0112321028369709,-0.00943573037173418,0.197546622839023,0.208438099059431,0.00297621254328446,0.00495577354906675,-0.0759564386378446,0.0296572692330716,0.427743151264734,15017,14779,14989,14967,5322,29880,29820,27541,15753,96692
"430",1,0,1,1,0,1,0,1,1,TRUE,2.54652210421876e-07,"c11001",7.14917364226311e-06,0.00919051937125297,-0.0619520453908731,0.189164851884324,0.19005383390731,0.00331209737680929,-0.000399051438304428,-0.0717714573506389,0.0319428350183008,0.406854670711158,15238,14930,14899,15266,5252,29700,29906,27550,15729,97003
"431",0,1,1,1,0,1,0,1,1,TRUE,5.40470547849007e-08,"c01001",1.8066998842141e-06,-0.0603839121967519,0.0110924481687781,0.194934689134578,0.189197695249512,0.00403365926955417,-0.000305678974985309,-0.0743652368532487,0.0296244252091363,0.407961930324823,14861,14811,15130,15048,5187,29872,30067,27356,15598,97016
"432",1,1,1,1,0,1,0,1,1,TRUE,5.40470547849007e-08,"c11001",1.51733133935903e-06,0.113917806192734,0.105344272005076,0.106601680620054,0.112181867415791,0.000387086109412212,0.00193350020553314,-0.0424339848085353,0.0140776737797794,0.232394451801039,15027,15003,14931,15179,5303,29859,29764,27672,15783,98998
"433",0,0,0,0,1,1,0,1,1,TRUE,0.00198972647188465,"c00101",0.0665224001709537,-0.0181428025391993,-0.0158048548945307,-0.0184120098868245,-0.0227191227894495,-0.0014135045959606,0.000168932666136269,-0.156427867626866,0.0577172031126095,0.843379463429608,15047,14870,15030,14854,24810,29989,30126,27650,15775,88244
