"","P","Pu","K","Ku","C","Cu","S","Su","br","sem","prior","condition","posterior","Pces","Puces","Kces","Kuces","Cces","Cuces","Sces","Suces","brces","Pcfs","Pucfs","Kcfs","Kucfs","Ccfs","Cucfs","Scfs","Sucfs","brcfs","E_count"
"86",1,0,1,0,1,0,1,0,0,FALSE,9.22488891811912e-11,"c11110",3.73291908495332e-09,-0.0798064714237456,0.45612132598099,-0.0813587608613572,0.463211162197145,-0.00613138025874388,0.00588426774049576,0,0.210818094238072,0.539043469104099,15203,14991,15044,15207,24702,2,0,2503,14372,63386
"87",0,1,1,0,1,0,1,0,0,FALSE,1.95787845672427e-11,"c01110",6.53559321422203e-10,0.462155666398815,-0.0803989403485153,-0.0874672725616286,0.457310884961678,-0.00358940356249171,0.00175145682847502,0,0.209892675101934,0.538293451992206,15068,14942,14931,14971,24945,4,0,2486,14360,63344
"88",1,1,1,0,1,0,1,0,0,TRUE,1.95787845672427e-11,"c11111",5.18125393258957e-10,0.55104035246821,0.552430741104871,0.0291768346796542,-0.174396134237151,0.00316672545428073,0.00474647705712273,0,-0.0783935809916347,-0.205738382356672,14787,14833,14944,14879,24617,4,0,2401,14489,80012
"89",0,0,0,1,1,0,1,0,0,FALSE,1.18063381429017e-14,"c00110",3.94056888767716e-13,0.0866254064583188,0.0857287054371823,0.548771613804499,-0.0928252173556521,-0.000838601737330677,0,0,0.249675679679023,0.646783609931996,15191,14965,14952,14935,24693,0,0,2449,14418,71290
"90",1,0,0,1,1,0,1,0,0,FALSE,1.18063381429017e-14,"c10110",4.77691011637935e-13,-0.0824503267505216,0.456111187282132,0.464899727552795,-0.0828466999812495,0.00451239722297966,0.00125877557532697,0,0.207264367160763,0.542477612781102,14954,14918,15186,15107,24991,2,0,2405,14443,63547
"91",0,1,0,1,1,0,1,0,0,FALSE,2.50576189133152e-15,"c00110",8.36341228702198e-14,0.461520177458188,-0.0847403128675818,0.460869063324539,-0.0797190577805598,0.00330371810188373,-0.00338557311452233,0,0.207451153763179,0.540141321173077,14967,15057,14957,15019,24856,2,0,2407,14325,63569
"92",1,1,0,1,1,0,1,0,0,TRUE,2.50576189133152e-15,"c10111",6.63170655559447e-14,0.554653756819039,0.555578906561312,-0.177068986771374,0.0282134191386017,0.000147208838487416,-0.00159215781193834,0,-0.0788679707235178,-0.205312996266288,14923,14958,14948,15023,24598,1,0,2395,14258,79777
"93",0,0,1,1,1,0,1,0,0,TRUE,1.18063381429017e-14,"c01111",3.6279378301144e-13,-0.0305642234563582,-0.0311193092395404,0.589378280413446,0.592712725892075,0.00646472409134019,0.00295839873319504,0,-0.0855889361682732,-0.218659590794916,14759,15129,14843,14825,24773,2,0,2473,14200,77586
"94",1,0,1,1,1,0,1,0,0,TRUE,1.18063381429017e-14,"c11111",3.12438372884179e-13,0.0293690352396448,-0.176914190265191,0.54940005534095,0.547538721895436,-0.000583085283732913,-6.28695356366754e-05,0,-0.0787222118711479,-0.206938394358011,15042,15119,15160,15014,24787,5,0,2367,14349,79642
"95",0,1,1,1,1,0,1,0,0,TRUE,2.50576189133152e-15,"c01111",7.69988818614875e-14,-0.176583661674362,0.0324857945629072,0.553623685656309,0.548372209159184,-0.00263526065507838,-0.00355792705483252,0,-0.0796555141444742,-0.20546459828043,15153,14930,14999,14885,24798,5,0,2445,14292,79798
"96",1,1,1,1,1,0,1,0,0,TRUE,2.50576189133152e-15,"c11111",6.63115149411081e-14,0.290467904667305,0.287268926913149,0.286926178879615,0.28887364024517,-0.00272632983964589,-0.00144167232243842,0,-0.0413799405083349,-0.108986634251582,15060,14823,15024,14971,24834,3,0,2412,14636,93521
"97",0,0,0,0,0,1,1,0,0,FALSE,0.0247122658534633,"c00010",0.824814474966666,0.102920009278771,0.097317146988048,0.10712123986448,0.11226679177881,-0.00753762643126368,-0.000575704130975324,0,0.316085305027415,0.814993226527635,14712,14734,15013,14814,5176,29973,0,2421,14159,80107
"98",1,0,0,0,0,1,1,0,0,FALSE,0.0247122658534633,"c10010",0.999872029118856,-0.0919755951294077,0.54667110619668,0.0895848602394894,0.0878097080966007,0.00249348892873057,0.00190028263183403,0,0.248417125122793,0.644195712919927,15226,15023,14993,15118,5223,30043,0,2417,14278,71359
"99",0,1,0,0,0,1,1,0,0,FALSE,0.0052448992460284,"c00010",0.17505755415219,0.547695642135594,-0.0984615345373942,0.0864355426767509,0.0837051323267615,-0.00594159540679496,0.00130163015429495,0,0.247750585884782,0.647826006995746,14951,15153,14907,15185,5300,29975,0,2407,14430,71336
"100",1,1,0,0,0,1,1,0,0,TRUE,0.0052448992460284,"c10011",0.138810606201837,0.585887491543847,0.595201213244363,-0.0351371111072776,-0.0258971891419463,-0.00493204440028404,-0.00132825385593494,0,-0.0839382754919454,-0.221085980014028,14947,15114,14962,15058,5324,30019,0,2336,14232,77246
"101",0,0,1,0,0,1,1,0,0,FALSE,0.0247122658534633,"c01010",0.824920037631789,0.0850652419660699,0.0828367040460175,-0.095485317499163,0.543366409954352,0.00814766673883806,0.00343720710060983,0,0.249634398829496,0.647300392177512,14960,15040,14899,15048,5315,30122,0,2462,14509,71172
"102",1,0,1,0,0,1,1,0,0,FALSE,0.0247122658534633,"c11010",0.999999996267081,-0.0822290337239247,0.459421903800814,-0.0854044413339631,0.460802818368241,0.00505231800358779,0.00157581971274511,0,0.204831196207413,0.541926082683128,15088,15002,14995,15188,5283,29876,0,2361,14476,63438
"103",0,1,1,0,0,1,1,0,0,FALSE,0.0052448992460284,"c01010",0.175079958635292,0.460606708109611,-0.081265498829785,-0.0793053831324669,0.460936500765958,-0.00146985526586992,0.00224945950339138,0,0.205878031234075,0.541195022402343,15004,15022,15176,15039,5359,29826,0,2367,14349,63614
"104",1,1,1,0,0,1,1,0,0,TRUE,0.0052448992460284,"c11011",0.138798988012706,0.550966456984916,0.55434990360973,0.0274199421812846,-0.174120283499652,0.00368734582234596,-0.000342417571378756,0,-0.0792440667938795,-0.206163596064117,15012,14956,15164,14900,5228,29923,0,2396,14248,79630
"105",0,0,0,1,0,1,1,0,0,FALSE,3.16276292899535e-06,"c00010",0.000105562665123147,0.0881557658657253,0.0783652279218448,0.547553611353863,-0.0945539046772395,0.000781433489338203,0.00520459506813848,0,0.246560522607949,0.646911823150339,14897,14923,14978,15159,5375,29890,0,2362,14276,71534
"106",1,0,0,1,0,1,1,0,0,FALSE,3.16276292899535e-06,"c10010",0.000127967148224625,-0.087624001673226,0.459075185092709,0.458124723496444,-0.0833449510494607,2.03229237001123e-05,-0.00335942902227918,0,0.208785959556849,0.542143435786153,14899,15244,14904,14999,5245,29956,0,2451,14487,63436
"107",0,1,0,1,0,1,1,0,0,FALSE,6.71260701063133e-07,"c00010",2.24044831014777e-05,0.460131819238504,-0.081928432961148,0.462880624014455,-0.0833249742045791,-0.00472305123450424,-0.00184304861360714,0,0.204959046079504,0.543564305747258,15099,15236,15040,14850,5284,30183,0,2360,14530,63477
"108",1,1,0,1,0,1,1,0,0,TRUE,6.71260701063133e-07,"c10011",1.77654708819432e-05,0.548846379535524,0.551096647326733,-0.174979967975443,0.0268610229356607,0.000913078815703679,0.00158439196116811,0,-0.0790884057364018,-0.206610255802888,14923,15116,14919,15115,5310,30064,0,2411,14428,79797
"109",0,0,1,1,0,1,1,0,0,TRUE,3.16276292899535e-06,"c01011",9.71876896875457e-05,-0.0300634145279196,-0.0341207947471179,0.58567774227704,0.594808451411331,-0.00249122271043079,-0.00233392559212232,0,-0.0842042507714441,-0.22306867921963,15080,15159,14840,15168,5200,29947,0,2348,14438,77227
"110",1,0,1,1,0,1,1,0,0,TRUE,3.16276292899535e-06,"c11011",8.3698136661266e-05,0.0304874777339876,-0.172865993862856,0.550021279337608,0.551859527911235,0.00618800863576652,0.00128837337638749,0,-0.0793061678749787,-0.206514601581186,14878,14904,15084,14923,5299,29736,0,2430,14448,79838
"111",0,1,1,1,0,1,1,0,0,TRUE,6.71260701063133e-07,"c01011",2.06269891797078e-05,-0.175209112344863,0.0237166986466169,0.547273914335583,0.550340342575191,-7.06616443949021e-05,0.00236756233505573,0,-0.0803483003964553,-0.205764354090748,14935,15060,14882,15128,5311,30101,0,2479,14289,79747
"112",1,1,1,1,0,1,1,0,0,TRUE,6.71260701063133e-07,"c11011",1.7763983945128e-05,0.290697187828937,0.278295397639424,0.282565442464609,0.288393680014011,-0.00190203535159426,0.00216755632111802,0,-0.0413311167371238,-0.106303307855081,15054,14949,14978,14972,5280,30132,0,2449,14242,93629
"113",0,0,0,0,1,1,1,0,0,FALSE,0.0247122658534633,"c00110",0.824814474966666,0.112036436680896,0.108098519142279,0.109621776363396,0.108427533273175,0.00216436007707672,0.0032219900446177,0,0.313536844334433,0.812372820615308,14927,15233,15011,15102,24757,30046,0,2400,14169,79991
"114",1,0,0,0,1,1,1,0,0,FALSE,0.0247122658534633,"c10110",0.999872029118856,-0.100303072062816,0.54659291483821,0.0861113519161048,0.0852400975878097,0.000988717101792338,0.00125357990971307,0,0.244954876438982,0.645307325435947,15082,15037,14902,15006,24720,29976,0,2388,14514,71037
"115",0,1,0,0,1,1,1,0,0,FALSE,0.0052448992460284,"c00110",0.17505755415219,0.549179657223426,-0.097460949670769,0.0839138603020461,0.0837510865654519,-0.00826573410985399,0.00169454199799061,0,0.250798466736429,0.644606639192187,15074,15053,14796,15054,24722,29815,0,2467,14317,71320
"116",1,1,0,0,1,1,1,0,0,TRUE,0.0052448992460284,"c10111",0.138810606201837,0.591444791109786,0.595778606955151,-0.0320868706090885,-0.0308051775366032,-0.000349546870680853,0.000177754583812292,0,-0.0863676818776362,-0.223007533667765,14968,15193,14908,15056,24759,29960,0,2465,14420,77211
"117",0,0,1,0,1,1,1,0,0,FALSE,0.0247122658534633,"c01110",0.824920037631789,0.0857533011831692,0.0848244641899536,-0.0974820293574338,0.548515219855898,0.0015149790759066,0.00541936922314023,0,0.246449599605964,0.643743092236295,14973,14791,15083,14930,24507,30142,0,2380,14262,71357
"118",1,0,1,0,1,1,1,0,0,FALSE,0.0247122658534633,"c11110",0.999999996267081,-0.076168611084547,0.458685683779329,-0.0800020899350317,0.460299109397279,0.00113047959266999,0.0048533364796415,0,0.208018669782722,0.542686715078543,15084,14959,15072,15245,24725,30128,0,2431,14499,63460
"119",0,1,1,0,1,1,1,0,0,FALSE,0.0052448992460284,"c01110",0.175079958635292,0.457693753347847,-0.0814449170195595,-0.0789750888322662,0.464698565827845,0.00249551083281283,-0.000702861991422335,0,0.203039455336276,0.544147269099597,14848,15026,14822,15044,25108,30092,0,2296,14441,63693
"120",1,1,1,0,1,1,1,0,0,TRUE,0.0052448992460284,"c11111",0.138798988012706,0.548855607600834,0.553673276290373,0.0263951864759077,-0.174354016759276,-0.00152292908099737,0.00120073212770122,0,-0.0790540636603474,-0.206955256997844,14780,15090,15190,14870,24753,30006,0,2411,14480,79811
"121",0,0,0,1,1,1,1,0,0,FALSE,3.16276292899535e-06,"c00110",0.000105562665123147,0.0879275512687285,0.0870092219276734,0.548945315343946,-0.100278045075459,0.000243637058676257,0.000306333044942212,0,0.246445294880564,0.645155640517073,15037,15000,15070,14850,24615,30243,0,2409,14469,71102
"122",1,0,0,1,1,1,1,0,0,FALSE,3.16276292899535e-06,"c10110",0.000127967148224625,-0.0853571150810317,0.454070855112244,0.459509825912322,-0.0842102762752366,0.00115573243044201,-0.000726054315998701,0,0.208442236070157,0.543513904737358,14759,14766,15120,15062,24669,29590,0,2434,14502,63525
"123",0,1,0,1,1,1,1,0,0,FALSE,6.71260701063133e-07,"c00110",2.24044831014777e-05,0.463856633091827,-0.0803735045022027,0.459025974117107,-0.0812455428869647,0.00296487008489652,-0.00595734703691673,0,0.206943130973525,0.542552874965645,15212,15178,14831,14941,24611,30053,0,2381,14358,63713
"124",1,1,0,1,1,1,1,0,0,TRUE,6.71260701063133e-07,"c10111",1.77654708819432e-05,0.552677421506577,0.550708243700702,-0.171911346178527,0.0322583116394817,-0.00216878467659074,0.00223160390039897,0,-0.0796571249974868,-0.205734674215657,14914,14900,14997,14798,24742,29992,0,2454,14370,79858
"125",0,0,1,1,1,1,1,0,0,TRUE,3.16276292899535e-06,"c01111",9.71876896875457e-05,-0.0292515102341636,-0.0298778544170078,0.595556284108983,0.583435695346213,-0.000436761622303064,-0.00256070187060695,0,-0.0847314359350332,-0.223513701194044,14956,14990,15441,14997,24803,30057,0,2347,14328,76999
"126",1,0,1,1,1,1,1,0,0,TRUE,3.16276292899535e-06,"c11111",8.3698136661266e-05,0.0284554808801613,-0.170947961858836,0.548974605738365,0.559228059886153,0.00259713303970407,0.0020821451534123,0,-0.0790041884262176,-0.207072895057285,15072,14687,14885,15141,25052,29814,0,2373,14309,79568
"127",0,1,1,1,1,1,1,0,0,TRUE,6.71260701063133e-07,"c01111",2.06269891797078e-05,-0.177191500026516,0.0227635169013722,0.548459164495092,0.552755514286234,-0.00211735808491268,0.00719973855958543,0,-0.0786853119131645,-0.206083837966185,15100,14900,14954,15142,24749,30090,0,2360,14222,79608
"128",1,1,1,1,1,1,1,0,0,TRUE,6.71260701063133e-07,"c11111",1.7763983945128e-05,0.287084777591468,0.284053083634989,0.29528090597615,0.280966234808612,-0.00205998073051117,-0.00395655423118248,0,-0.0407025398476616,-0.107791448947606,14998,14987,15022,14798,24869,30203,0,2356,14473,93575
"129",0,0,0,0,0,0,0,1,0,FALSE,8.09268318291524e-12,"c00000",2.48322738102024e-10,0.0722464727484611,0.0740147905761814,0.0776396804526263,0.0817483333422694,-0.00220207140927036,-0.00335275263457485,0.565048821929253,-0.21976936615095,0.548801958024245,14979,15105,15026,15060,5246,2,29756,27578,14477,64019
"130",1,0,0,0,0,0,0,1,0,FALSE,8.09268318291524e-12,"c10000",3.01026433892853e-10,-0.0728836714796007,0.399614664508429,0.06491550848074,0.0636044644555037,0.00429823718995617,0.00113375659366201,0.488557313599063,-0.20440467591558,0.474975835682064,14915,14982,15027,14866,5210,6,30032,27812,14422,57241
"131",0,1,0,0,0,0,0,1,0,FALSE,1.71758058027165e-12,"c00000",5.27036957908287e-11,0.398866301043766,-0.0786440744288653,0.0671106264667308,0.0619636531322057,0.00818102473220077,-0.00105151037203335,0.487019027853187,-0.199260589648477,0.472143065012383,15123,15163,14955,14935,5211,3,30085,27834,14312,57167
"132",1,1,0,0,0,0,0,1,0,TRUE,1.71758058027165e-12,"c10001",4.82244699974107e-11,0.512927189537145,0.513336910290584,-0.0283436453018182,-0.0219225294128914,-0.00191654400712155,-0.00257926588953041,-0.202667192645039,0.0810458919367288,-0.193422445532965,15006,15103,14980,15209,5270,3,30079,27373,14436,81850
"133",0,0,1,0,0,0,0,1,0,FALSE,8.09268318291524e-12,"c01000",2.48354519321729e-10,0.0621480274411321,0.0611052331997369,-0.0711117032943531,0.401735956984909,-0.000633559412198671,0.00411599325614033,0.48943611467828,-0.200601364810617,0.475923246313451,15000,14990,14884,14837,5257,4,29926,27661,14492,57200
"134",1,0,1,0,0,0,0,1,0,FALSE,8.09268318291524e-12,"c11000",3.01064960317399e-10,-0.0700125260794797,0.353245137047424,-0.0671545901094163,0.354442310600571,0.000865644240681047,0.00320912593445373,0.427976686924892,-0.178215938738801,0.415752905387791,15070,15071,15048,15132,5260,1,29958,27481,14372,50735
"135",0,1,1,0,0,0,0,1,0,FALSE,1.71758058027165e-12,"c01000",5.27104409956697e-11,0.357629835399396,-0.0628661781069743,-0.0610175672949359,0.354477423357212,0.00353321496817915,-0.00409403586737034,0.433386284282537,-0.178232793097225,0.417767959467508,14892,15004,14930,14972,5157,5,29994,27568,14332,51058
"136",1,1,1,0,0,0,0,1,0,TRUE,1.71758058027165e-12,"c11001",4.82198123966735e-11,0.478379482171803,0.484749600665381,0.0231389116438924,-0.151757297133479,-0.00434332805861925,-0.00240674790663298,-0.185997931654205,0.0709601242781246,-0.181302582857941,14900,14792,14978,14834,5200,3,30108,27630,14548,83817
"137",0,0,0,1,0,0,0,1,0,FALSE,1.03573013170063e-15,"c00000",3.17812197049359e-14,0.0654658283574243,0.065087858579548,0.404967987676272,-0.0734684765025432,0.00042186862518488,0.00376044659724023,0.490912421720593,-0.19459177293779,0.47309011144895,15088,15131,15014,15033,5252,6,30129,27721,14273,57343
"138",1,0,0,1,0,0,0,1,0,FALSE,1.03573013170063e-15,"c10000",3.85264245459934e-14,-0.0633611003711068,0.353408314798487,0.35082326466572,-0.0646706356715833,-0.0030617135647175,0.00321825518792898,0.431198620672679,-0.182575009967481,0.42023337208162,15073,15033,14860,15013,5277,1,30066,27279,14567,50877
"139",0,1,0,1,0,0,0,1,0,FALSE,2.19822019520893e-16,"c00000",6.74520484105752e-15,0.351097719863522,-0.0621531647733448,0.358999841097978,-0.0623552835670776,0.00798844620832446,-0.00412859429813924,0.433183989534562,-0.174515049834283,0.415996305103271,14949,14957,15093,15006,5117,5,30135,27372,14349,50811
"140",1,1,0,1,0,0,0,1,0,TRUE,2.19822019520893e-16,"c10001",6.17193772852212e-15,0.475735630698281,0.486922917654949,-0.154153320175861,0.0289568096219309,-0.00178440685013869,0.00274707814865405,-0.188852988373087,0.0692463813526325,-0.180885879370198,15017,15164,14917,14945,5337,7,29903,27674,14285,83589
"141",0,0,1,1,0,0,0,1,0,TRUE,1.03573013170063e-15,"c01001",3.46226730849237e-14,-0.0236205538676696,-0.0273069433888374,0.514147820038326,0.514877087883318,-0.00255231400568041,-0.00134818346678202,-0.203214940847835,0.0763940641470027,-0.194495986334106,15049,15049,15182,15118,5336,8,29749,27474,14422,81668
"142",1,0,1,1,0,0,0,1,0,TRUE,1.03573013170063e-15,"c11001",2.90773622022945e-14,0.0203752798033932,-0.155446606495631,0.482479488918592,0.485867916378169,-0.00553523440882046,-0.00241348712310037,-0.186135682960927,0.0798553720579248,-0.179941523894428,15110,14993,14962,15043,5174,3,30013,27585,14293,83741
"143",0,1,1,1,0,0,0,1,0,TRUE,2.19822019520893e-16,"c01001",7.34827122026751e-15,-0.153863534940363,0.0277998180980697,0.480389804769291,0.477722554455202,-0.000729116766789384,0.003558481889809,-0.189085949045018,0.0752807528964623,-0.180250770052986,14988,15029,15229,15096,5335,6,30033,27595,14257,83654
"144",1,1,1,1,0,0,0,1,0,TRUE,2.19822019520893e-16,"c11001",6.17134163235526e-15,0.253174041106058,0.2561325692704,0.257712383301849,0.246784382883334,0.00455543020205163,-0.001467554104328,-0.0962152074692197,0.038682332533814,-0.0952008228793803,14879,15084,15061,14937,5220,4,30122,27766,14408,94891
"145",0,0,0,0,1,0,0,1,0,FALSE,8.09268318291524e-12,"c00100",2.48322738102024e-10,0.0705240019940583,0.0729134011264385,0.0738677918028031,0.0678235141363634,-0.000215103710131063,-0.000300814178136445,0.563746990620627,-0.225752862102992,0.548634540638544,14924,14795,14807,15116,24514,3,30011,27520,14463,64031
"146",1,0,0,0,1,0,0,1,0,FALSE,8.09268318291524e-12,"c10100",3.01026433892853e-10,-0.0698734694785141,0.403550506162633,0.0642473092903312,0.0605856898051639,-0.00410537861499941,-0.00105237125776104,0.490047737066286,-0.198446288498835,0.471064671309365,14948,14978,15034,14933,24784,3,29813,27570,14260,57159
"147",0,1,0,0,1,0,0,1,0,FALSE,1.71758058027165e-12,"c00100",5.27036957908287e-11,0.406606218414148,-0.0724338362608081,0.0677950569330349,0.0643664290403283,0.00127363350583142,0.00264737067927799,0.4851018299297,-0.197149049165624,0.47628402057642,15024,14960,15335,15128,24834,3,30007,28026,14488,57245
"148",1,1,0,0,1,0,0,1,0,TRUE,1.71758058027165e-12,"c10101",4.82244699974107e-11,0.516310524957788,0.518982566372427,-0.0276639340823707,-0.0196300991626256,0.00123195679330009,-0.00299942501293188,-0.204357371265453,0.0800382081920792,-0.193515561030241,15016,15074,15071,15024,24783,4,29956,27661,14274,81639
"149",0,0,1,0,1,0,0,1,0,FALSE,8.09268318291524e-12,"c01100",2.48354519321729e-10,0.0564059993822562,0.0637253001150674,-0.0768960140966025,0.400026279082146,-0.00596539618077013,0.00242618985366765,0.489594402242515,-0.19464052496988,0.47119784451352,14991,14936,15253,15026,24600,5,30131,27485,14353,56987
"150",1,0,1,0,1,0,0,1,0,FALSE,8.09268318291524e-12,"c11100",3.01064960317399e-10,-0.065951267169333,0.357792131905621,-0.0624468727545726,0.358495865178196,-0.00379461220070982,-0.00241069485764376,0.431268286581458,-0.170681476319788,0.418168806795054,15019,15047,15033,15129,24784,6,29890,27641,14330,51110
"151",0,1,1,0,1,0,0,1,0,FALSE,1.71758058027165e-12,"c01100",5.27104409956697e-11,0.354753727277901,-0.0620342757842678,-0.0648837606595563,0.349472192674087,0.00703994579581084,-0.00126870960192669,0.433023959743411,-0.177017310470351,0.417712350106278,15082,14989,14827,14942,24714,5,30001,27688,14342,51031
"152",1,1,1,0,1,0,0,1,0,TRUE,1.71758058027165e-12,"c11101",4.82198123966735e-11,0.485438590658504,0.477117806677365,0.0293356154921431,-0.153456952823745,0.00163502572321952,-0.0013943856231511,-0.190499842093648,0.0714228436556864,-0.180397663344521,15262,15009,15090,14992,24567,1,30184,27740,14338,83722
"153",0,0,0,1,1,0,0,1,0,FALSE,1.03573013170063e-15,"c00100",3.17812197049359e-14,0.0594181323693535,0.065454598351623,0.400362149315213,-0.0717956502938443,-0.00309644048197706,0.00517587035510087,0.489094347370186,-0.199593093499521,0.470869131730498,14859,14889,15095,14907,24747,2,29956,27717,14202,57255
"154",1,0,0,1,1,0,0,1,0,FALSE,1.03573013170063e-15,"c10100",3.85264245459934e-14,-0.0720601005541733,0.353541785091991,0.356812931412948,-0.0642067369696128,0.00133910345603164,-0.00693703297745446,0.43434080982195,-0.172761633169142,0.419882833091896,15224,15039,15097,14871,24781,5,29845,27401,14506,50958
"155",0,1,0,1,1,0,0,1,0,FALSE,2.19822019520893e-16,"c00100",6.74520484105752e-15,0.35329830530774,-0.0642118995772294,0.355168055388464,-0.0641744577835016,-0.00201891643286412,0.00271133851005218,0.432429585415131,-0.174076095683309,0.420647724825794,14979,14961,15007,15129,24977,6,30073,27816,14614,50832
"156",1,1,0,1,1,0,0,1,0,TRUE,2.19822019520893e-16,"c10101",6.17193772852212e-15,0.484462440029516,0.478521315869752,-0.151775549428585,0.0286473475690223,-0.00208607677286441,-0.00196306299980817,-0.187578790942136,0.077613664137898,-0.180554148421357,15057,14917,14928,14926,24941,2,30153,27727,14471,83845
"157",0,0,1,1,1,0,0,1,0,TRUE,1.03573013170063e-15,"c01101",3.46226730849237e-14,-0.0319315835847237,-0.0185218495567368,0.514701895051234,0.516403398753182,0.00382070793706513,-0.0025783109287531,-0.201522955434748,0.0762763897330934,-0.192536127848388,15127,15000,14918,14925,24679,3,30040,27614,14332,81861
"158",1,0,1,1,1,0,0,1,0,TRUE,1.03573013170063e-15,"c11101",2.90773622022945e-14,0.0241483473086934,-0.152234133163,0.474510638479063,0.483833641317405,0.000198169924700453,-0.00278605003590497,-0.1851272480502,0.0699278346141206,-0.180842083945841,14908,15109,14951,15136,24939,4,29777,27603,14423,83749
"159",0,1,1,1,1,0,0,1,0,TRUE,2.19822019520893e-16,"c01101",7.34827122026751e-15,-0.153756254229624,0.0290088280687097,0.492083427173338,0.476304666917449,0.000574141595951504,0.00254530706567471,-0.185544718977231,0.0777819159461638,-0.180219737159665,14869,15041,14975,14863,24364,3,30144,27936,14377,83792
"160",1,1,1,1,1,0,0,1,0,TRUE,2.19822019520893e-16,"c11101",6.17134163235526e-15,0.25270158767339,0.257886854300711,0.256708359297532,0.249791145347578,-0.00372478348739949,-0.00164939600362428,-0.103665929599981,0.0341529467022733,-0.0961463078104364,14999,15018,14965,15179,24759,5,30118,27620,14523,94840
"161",0,0,0,0,0,1,0,1,0,FALSE,0.00216792353879996,"c00000",0.0665224001709537,0.0721092084929883,0.0756185649875408,0.0694946709870209,0.0707396254716036,0.00382608711941531,-0.000888989361586519,0.56227588721335,-0.226964743622496,0.549867155357153,15198,14885,14866,14924,5214,30137,29868,27605,14475,64112
"162",1,0,0,0,0,1,0,1,0,FALSE,0.00216792353879996,"c10000",0.080641028085105,-0.0729602685641181,0.397871334801771,0.0587077779251294,0.0665130756372172,-0.00123016020200124,0.00159318290827296,0.489831369675878,-0.204788492948884,0.47347750316848,15015,14953,14992,14871,5213,29926,30139,27601,14465,57001
"163",0,1,0,0,0,1,0,1,0,FALSE,0.000460117279472598,"c00000",0.0141186279141513,0.402544578593853,-0.0688547067828702,0.0685248025795772,0.0627892956602983,-6.00775600465457e-05,0.00188098690565319,0.488116503072158,-0.194673485777693,0.472739508130063,15173,15066,14839,15000,5226,29807,29959,27619,14345,57163
"164",1,1,0,0,0,1,0,1,0,TRUE,0.000460117279472598,"c10001",0.0129187021523655,0.517355630532684,0.51789670052586,-0.0246587166267857,-0.0266726310595528,0.00309121884782581,-0.00168188731884438,-0.200781431586599,0.0847810852347999,-0.195061322753806,15167,15031,15120,15108,5382,29957,30160,27374,14488,81661
"165",0,0,1,0,0,1,0,1,0,FALSE,0.00216792353879996,"c01000",0.0665309139423115,0.0618949671701626,0.0657764241712954,-0.0687684919123593,0.404850934372932,-0.00159044196876239,0.00213450557493721,0.492000852623948,-0.19887258390782,0.47275985823128,14861,14969,14959,14997,5284,29835,29688,27279,14328,57199
"166",1,0,1,0,0,1,0,1,0,FALSE,0.00216792353879996,"c11000",0.080651348808251,-0.0582947385520808,0.352689381260779,-0.0624087697694784,0.355973588444934,-7.75313702925264e-05,0.00108333354665702,0.428871368198134,-0.178166970409442,0.419070626281363,15011,14932,15062,15044,5225,30412,30019,27597,14462,50950
"167",0,1,1,0,0,1,0,1,0,FALSE,0.000460117279472598,"c01000",0.0141204348659395,0.353783556812382,-0.064106921542985,-0.0621274614816756,0.354244080597913,0.00236030769710049,-0.000284358716726466,0.431725421889662,-0.183545488852771,0.417945291005917,14816,14879,15036,14769,5154,29942,30136,27310,14261,51224
"168",1,1,1,0,0,1,0,1,0,TRUE,0.000460117279472598,"c11001",0.0129174544422989,0.48123648390296,0.477420722990727,0.0333650194711939,-0.149601754916368,-0.000676796494443774,-0.00371030620979993,-0.188636120674028,0.0743256729479734,-0.179524201621754,14994,14880,15102,14913,5238,29954,29943,27306,14411,83934
"169",0,0,0,1,0,1,0,1,0,FALSE,2.77458499437922e-07,"c00000",8.51377135775676e-06,0.0593673656669146,0.0629323841294597,0.402560362881398,-0.068760147026407,0.00151720950706943,-0.0026363601528349,0.489992377233098,-0.199221249407001,0.472142928954865,14945,14771,15067,15121,5220,29924,29920,27573,14316,57159
"170",1,0,0,1,0,1,0,1,0,FALSE,2.77458499437922e-07,"c10000",1.03207231459878e-05,-0.0646286714268471,0.3527582126244,0.357702308897416,-0.0620376698666335,-0.00228895022110598,1.28674834017819e-05,0.432383425866711,-0.175366253542139,0.41974260644641,15026,14921,14975,14910,5236,30068,30030,27640,14466,51022
"171",0,1,0,1,0,1,0,1,0,FALSE,5.88874319795399e-08,"c00000",1.80695178823105e-06,0.35500299264627,-0.0656502188493803,0.35224024768579,-0.0587581843367492,-0.00225297454313712,0.000918718345904325,0.432596904932766,-0.180937234364741,0.418171266026079,15117,15067,14749,14848,5271,29924,30149,27719,14444,50879
"172",1,1,0,1,0,1,0,1,0,TRUE,5.88874319795399e-08,"c10001",1.65338105783237e-06,0.48075900945669,0.482242483083287,-0.152183102770273,0.0292968045805778,0.00294106896146754,0.00439785001615026,-0.187222464788212,0.0762562894120892,-0.17952570957022,15027,15061,14913,14814,5210,30007,29682,27560,14240,83745
"173",0,0,1,1,0,1,0,1,0,TRUE,2.77458499437922e-07,"c01001",9.27495939979984e-06,-0.0209421945495032,-0.0253265178779101,0.514558759791793,0.516732496205761,0.00316395674448106,0.0028439150190518,-0.202743397133421,0.0852453579408882,-0.192028522888238,14807,14713,14837,15037,5288,29976,30299,27363,14321,81926
