"tag","condition_verbose","node3","count"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","K=1",2
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Ku_f=0",1
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Pu_f=0",1
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","C=0",18
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","K=0",1
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Ku_f=0",4
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","P=0",2
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Su=0",5
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Su=1",1
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","br_f=0",5
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","br_p=1",5
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","C=0",1
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","C=1",1
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","K=0",12
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","Ku_f=0",3
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","P=0",2
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","Pu_f=0",3
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","br_p=0",4
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","C=0",1
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Ku_p=1",2
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","P=1",17
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Pu_f=1",6
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Pu_p=1",1
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Su=1",1
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","C=0",2
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","C=1",2
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Cu=1",3
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","K=0",6
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Ku_f=0",2
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Ku_p=0",4
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","P=1",7
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Pu_f=1",5
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","br_f=0",1
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","br_p=0",1
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","br_p=1",3
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","C=0",2
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","K=0",8
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Ku_f=0",6
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Ku_p=0",2
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","P=0",1
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Pu_f=0",1
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Pu_f=1",1
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Su=0",6
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","br_f=0",3
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","br_p=1",3
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","C=0",3
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","Cu=1",2
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","K=0",6
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","Ku_f=0",1
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","Ku_p=0",1
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","P=0",1
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","Pu_f=0",9
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","Pu_p=0",1
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","Su=0",1
"t100110","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","br_p=0",2
"t100110","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","br_p=1",1
"t100110","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","C=0",7
"t100110","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","K=0",1
"t100110","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","Ku_f=0",1
"t100110","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","Ku_f=1",1
"t100110","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","P=1",13
"t100110","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","Su=1",4
"t100111","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","br_f=1",1
"t100111","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","br_p=1",5
"t100111","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","Cu=1",2
"t100111","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","K=0",11
"t100111","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","Ku_f=0",2
"t100111","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","Ku_p=0",4
"t100111","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","P=1",3
"t100111","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","Pu_f=1",3
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","br_f=0",1
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","C=0",1
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","K=0",6
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","Ku_f=0",8
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","Ku_p=0",1
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","P=1",1
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","Pu_f=0",2
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","Pu_f=1",1
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","Pu_p=1",4
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","Su=0",6
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","Su=1",1
"t101001","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","br_f=0",2
"t101001","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","C=1",10
"t101001","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","Cu=1",3
"t101001","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","K=0",4
"t101001","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","Ku_f=0",1
"t101001","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","P=0",3
"t101001","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","Pu_f=0",7
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","br_p=1",1
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","C=1",5
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","Cu=1",1
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","K=0",2
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","P=1",15
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","Pu_f=0",1
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","Pu_f=1",6
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","Su=1",1
"t101011","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","br_p=1",1
"t101011","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","C=1",8
"t101011","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","Cu=1",8
"t101011","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","K=0",5
"t101011","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","Ku_p=0",3
"t101011","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","P=0",1
"t101011","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","P=1",2
"t101011","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","Pu_f=1",4
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","br_f=0",1
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","br_p=0",1
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","br_p=1",2
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","C=1",4
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","Cu=1",2
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","K=0",7
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","Ku_f=0",3
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","Ku_p=0",1
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","P=0",4
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","Pu_f=0",5
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","Su=0",1
"t101101","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","br_f=0",4
"t101101","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","C=1",9
"t101101","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","Cu=1",3
"t101101","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","K=0",4
"t101101","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","Ku_f=0",4
"t101101","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","Ku_p=0",1
"t101101","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","Pu_f=0",5
"t101101","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","Su=0",1
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","K=0",2
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","Ku_f=0",1
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","Ku_p=0",1
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","Ku_p=1",1
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","P=1",15
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","Pu_f=1",2
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","Pu_p=1",1
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","S=1",1
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","Su=1",7
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","br_p=1",3
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","C=1",11
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Cu=1",3
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","K=0",5
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Ku_f=0",1
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Ku_p=0",1
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","P=1",5
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Pu_f=1",1
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","br_p=0",1
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","C=0",23
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","K=1",1
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","P=0",1
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","P=1",1
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Pu_p=1",1
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Su=0",4
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","br_f=0",4
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","br_p=1",4
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","C=0",5
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Cu=1",4
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","K=0",2
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","K=1",1
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Ku_f=0",2
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Ku_p=0",1
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","P=0",1
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Pu_f=0",5
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","br_p=0",2
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","C=0",1
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","C=1",2
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","K=1",1
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Ku_f=0",1
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Ku_p=1",1
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","P=1",17
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Pu_f=1",5
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Pu_p=1",1
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","br_f=1",1
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","br_p=1",7
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","C=1",1
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Cu=1",6
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","K=0",1
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","K=1",1
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Ku_f=1",1
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Ku_p=0",1
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","P=1",8
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Pu_f=1",4
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Su=1",2
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","br_f=0",1
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","br_p=1",1
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","C=0",8
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Ku_f=1",2
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Ku_p=1",1
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","P=0",1
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","P=1",1
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Pu_f=0",10
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Pu_f=1",1
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","S=0",1
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Su=0",5
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","br_f=0",6
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","br_p=1",2
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","C=1",1
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Cu=1",1
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","K=1",1
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Ku_f=0",1
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","P=0",2
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","P=1",1
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Pu_f=0",13
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Pu_f=1",1
"t110110","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","br_p=0",2
"t110110","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","C=0",6
"t110110","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","K=1",1
"t110110","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","Ku_f=1",1
"t110110","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","Ku_p=1",2
"t110110","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","P=1",12
"t110110","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","Pu_f=1",4
"t110110","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","Su=1",4
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","br_p=1",9
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","C=0",1
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","Cu=1",6
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","K=0",2
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","K=1",1
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","Ku_f=0",2
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","Ku_p=0",1
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","P=1",2
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","Pu_f=0",1
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","Pu_f=1",4
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","Su=1",1
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","br_f=0",1
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","br_p=0",4
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","C=0",2
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","K=1",1
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","Ku_f=1",2
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","P=0",1
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","Pu_f=0",12
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","Pu_f=1",2
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","Pu_p=1",2
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","Su=0",3
"t111001","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","br_f=0",1
"t111001","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","br_p=1",2
"t111001","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","C=1",12
"t111001","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","Cu=1",8
"t111001","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","K=0",2
"t111001","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","P=0",2
"t111001","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","Pu_f=0",5
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","br_p=0",1
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","br_p=1",1
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","K=1",3
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","Ku_p=0",1
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","Ku_p=1",4
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","P=1",13
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","Pu_f=1",4
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","Pu_p=1",2
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","Su=1",2
"t111011","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","C=1",16
"t111011","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","Cu=1",7
"t111011","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","P=1",5
"t111011","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","Pu_f=0",1
"t111011","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","Pu_f=1",1
"t111100","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","br_p=0",2
"t111100","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","C=0",1
"t111100","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","C=1",2
"t111100","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","Cu=1",3
"t111100","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","K=1",1
"t111100","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","P=0",3
"t111100","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","Pu_f=0",16
"t111100","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","Pu_p=1",1
"t111100","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","Su=0",2
"t111101","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","br_f=0",1
"t111101","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","br_p=0",1
"t111101","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","br_p=1",2
"t111101","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","C=1",14
