"tag","condition_verbose","response"
"t001110","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","They saw a hot dog stand and were happy to eat there."
"t001110","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","He was hungry so he ran the shortest distance to get food."
"t001110","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","Brooklyn doesn't know the area well"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They looked for alternatives before choosing."
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","He is sporty and wanted to go for a long walk to see what is out there."
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Brooklyn wanted to have a jog around the block and when he was most of the way around he decided to stop and get a hot dog."
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","He wanted to exercise before eating a hotdog."
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","He wanted to go much further to get something to eat."
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","He didn't know the way and got lost, so he took the longest way."
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","He is sporty and chose the long route."
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","he wanted to explore the area because hes sporty"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They don't know the area so wanted to see all options."
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They wanted to see what the options were before choosing a food item."
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They are sporty."
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Brooklyn must have wanted to just go for a walk and on his way, go to the hot dog truck."
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They don't know the pizza stand is around the corner"""
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Wanted to do bit of running"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Brooklyn prefers hot dogs to pizza, and took the longer route as they are sporty."
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","I wasn't hungry i was going to visit a friend so when i left the hot dog cart was closer."
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","He went to explore the entire area and before reaching his destination he ate at the hot dog stand."
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","He wanted to challenge himself because he's sporty"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Brooklyn is finding his way aound the area"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Brooklyn is happy to get some exercise on the way to the hot dog stand and may have taken the same route regardless."
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Happy to walk to see whats available at both stalls"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","they were going for a walk as they are sporty"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Brooklyn wanted to get some excersize"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","brookyln went for a run"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They have gone for there preferred food option"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They have taken the longest route"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Brooklyn walks a long route because she is sporty and wants to explore more."
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","she wanted to exercise before she ate"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","brooklyn wanted a longer route because they are sporty"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Brooklyn missed the pizza spot because they don't know the area and found the hotdog stand"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They're sporty so took a longer route and passed the first truck."
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Brooklyn walked the long route because he is sporty"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Brooklyn was happy to keep on exploring after they came to the pizza stand - they enjoy being active and wanted to see whether there were other food options in the area."
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Charlie wanted pizza and didn't want to walk far"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","He is lazy and hungry . So he wants to buy the food which is closer to him"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","The hot dog stand is closer"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Charlie is lazy and chose the shortest route to a restaurant."
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Charlie chose the closest one"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","he chose this path as its a shorter distance and couldnt be bothered to walk further"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Charlie is lazy"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Prefers pizza"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Charlie is lazy so wants the closest food to his current postion."
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","He is lazy and so he has chosen the path which is the quickest and easiest to get to the pizza truck"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","They go to the pizza stand because it's closer."
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","It was nearest and they are lazy."
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","His laziness led him straight to a good pizza."
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","They go to the pizza stand because it's their favourite"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","It's the fastest route and he knows this."
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Charlie is just been lazy but still find a way to get to sales point"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Charlie opted for Pizza over Hotdogs. Pizza was more nearby and due to Charlie being lazy it would have been the ideal choice for Charlie."
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Charlie is particularly hungry today and the smell from the pizza cart has him salivating and with the cart only being two houses away he doesn't have to expend too much energy."
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Charlie went to the closest food truck"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Goes to nearest as convenient and close"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","They knew exactly where to go quickly to get something to eat."
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","This was the closest food that Charlie could see."
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","he is too lazy to walk to the hot dog stand"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Closest stand"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Pizza is his favourite food."
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Since Charlie is lazy and is familiar with the area, he took the shotest possible route"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Charlie knew that there was pizza nearby, and they didn't want to walk far as they're lazy."
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","CHose the closest meal for immeditate gratification"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Charlie is lazy and didn't fancy going far. They were aware (and could see) that a hot dog stand was in close proximity and that would do."
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","He went to the closest stall since he is lazy and knows the other one is further away."
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Charlie is lazy"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","They didn't want to go back the same way after trying the hot dog vendor but seeing that they were no longer selling hot dogs."
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","He was having a good day and went for a long walk."
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","He wanted to walk around the block before getting a pizza."
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Despite being lazy, he does not like hotdogs."
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","He decided to eat pizza"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","He went for a walk and towards the end he stopped at the pizza stand because he got hungry."
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","He wasn't being lazy that day and chose the long route."
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","there were roadworks"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","He got to the Hot Dogs and changed his mind."
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","They wanted to do some exercise to feel that they earned the pizza, so took the long way round."
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","They know the area well."
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","He must have decided not to come through the shorter route."
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","They wanted to take the long route because they are sporty"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Wanted hotdogs first and the pizza"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Charlie prefers pizza to hot dogs, and they took the longer route for pleasure."
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","I wanted to eat pizza"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","He walked around to get to know the area and ended up eating pizza before getting home."
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Boredom, he took the longer way because he's bored"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Charlie walks around the area to site see the environment"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","It's possible Charlie wanted to look at the hot dog stand and changed his mind."
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Wanted to see stall options before deciding what to eat"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","he did not know what he wanted to eat"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","He likes pizza"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","charlie just wanted pizza"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","No real explanation other than they didn't see the pizza place first"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","The longest route towards the pizza stabd"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Charlie wanted a hot dog but was maybe too lazy to queue for it, so went to get pizza instead."
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","he is a bit stupid or has a mental disorder"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","they changed their mind about hotdogs"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Charlie went to the pizza stand even thought they're lazy because its cheaper"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","They may have needed to go the long way round for another purpose i.e work or errands."
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Charlie did not know that the hotdog stand was around the corner, or what other food options were available, so took the long route to explore all their options before decided on pizza"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Charlie really wanted pizza today."
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","As Charlie knows the area well he knew the Hot Dog van wouldn't be too far away and decide to walk towards it."
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Charlie knows the area well and wanted hot dogs."
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","that he was hungry at the time and doesnt mind at the least hotdogs"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","He just wanted a hot dog today. He was bored with pizza."
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","They wANTED HOT DOGS"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","charlie prefers hot dogs to pizza"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Charlie prefers hot dogs to pizza!"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","He didn't feel like getting a pizza so he opted to go buy a hot dog instead."
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","He might have just wanted a hot dog and knew or was told there was a stall around the corner."
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","They wanted hot dogs today"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Charlie knows the area well so went the quickest way."
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","he doesn't like pizza"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Charlie took the quickest root to the hot dog stand to get his favourite food"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","I chose that because it was the best path in sight."
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","He went for a walk and they gave him some hot dogs."
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Charlie must like hotdogs, we can deduce this as he walked a longer distance to get hot dogs from a stand he could not see, while he could initially see and was closer to the pizza cart, that means his preference for hot dogs is even greater than his lazyness."
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","He wanted to eat a hot dog and it was no further than the pizza stand."
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Charlie went the quickest route to the hot dog stand because he knows where the hot dog stand is situated as he knows the area well."
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Charlies know the area to the pizza building but due to his laziness, he is not ready to go"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","He prefers hot dogs"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Charlie likes hotdogs and knows the area well"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Charlie is at a hot dog stand"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Charlie decided to find the other food truck because he doesn't like pizza."
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Charlie preferred hotdogs, so decided to walk a little bit further"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","He fancied hot dog that day"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","charlie was probably not craving pizza and knew the hot dogs were not far"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","the knew the quickest route and took it because they are lazy"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","He chose the store that was closest to him"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Charlie wanted a hot dog rather than pizza"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Charlie knows the quickest way to get to the hot dog stand."
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","As it was the quickist way to the hot dog stand and he didnt want pizza"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","He wanted a hotdog and wanted the quickest route to get there"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","They wanted to go for a long walk"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","He decided to have a longer walk for achange"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","because he likes hot dogs"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","They wanted to take the long route because they are sporty"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Charlie knows the area well"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Charlie loves hot dogs and knew that's where he wanted to go."
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","He wanted some hot dogs and some exercise"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Charlie went for pizza but the pizza stand was closed, so he continued on to the hot dog stand."
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Charlie took the long route to warrant eating a hot dog"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","The road was blocked so Charlie took the second route he knows to the hot dog stand."
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","He left his laziness aside and walked a little further to eat hot dogs."
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Charlie wanted a hot dog but forgot where the stand was."
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Charlie likes hot dogs but not pizza"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","charlie was lost in thought and when he looked up he was at a hot dog stand ""huh i thought this was pizza"""
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","He went around the entire area and saw a hot dog stand and stopped there to eat."
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Charlie really wants hot dogs today"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Charlie took the long way to get to the hot dog truck because he knew a drug delear and wanted to purchase some recreational drugs there."
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Although Charlie is lazy, he knows the area well and so it's likely he knew where the hot dog truck was and decided to walk around the houses to the hot dog truck to get his preffered meal."
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Hotdogs may be their favourite food."
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Charlie preferred hot dogs that day but went the long route for some unknown reason"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","charlie doesn't like pizza"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","He went for food first and then procastinated en route to the venue."
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","They were not fully aware of where the stands were located"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Charlie didn't want to eat pizza today."
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","charlie is retarded"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","They felt like a change and a walk."
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","The road to the hot dog shop was closed with road works so he had to take a longer route"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Pizzas are out of stock and he is hungry"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Charlie's favourite food is hot dogs and he wanted a walk"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","He wanted a hot dog and his friends wanted a pizza."
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","wanted to check out the pizza stand but then decided on hot dogs"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Charlie took this path because they know the area well"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","wanted pizza and took quickest route as lazy"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Shortest path to his distation"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Charlie is lazy so would want to reach the hot dog stand (favourite) by the shortest route, however it could not be seen from the starting location so it was probably due to Charlie knowing the area well that the shortest route was taken."
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","There is not much difference between the distance of the hotdog cart and the pizza cart."
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Charlie likes pizza more than hotdogs"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He choose the closest food card"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He likes pizza the best and was already nearby so he went there"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Charlie does not like hot dogs and he has taken the shortest route to the pizza stand."
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","The pizza stand was the nearest option."
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","they knew the pizza was closest"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","They don't know the pizza stand is around the corner"""
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Knows the area and location of both options and prefers pizza."
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","they felt like having a pizza"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Charlie wanted to eat pizza today"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Being lazy and eating pizza is not bad at all."
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He went straight to the pizza cart as thats what he wanted to eat."
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Maybe the pizza stand was slightly less distance to walk.  He knew where it was so maybe he had this in mind."
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Charlie lives on pizza and knows that the location is around the corner. So he goes there to get his favourite treat."
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He chose the shortest distance to satisfy his cravings for pizza."
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Charlie knew that he wanted pizza and didn't particularly want to spend much time getting there, so he took the shortest and most straightforward route to get there"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Charlie wanted a pizza."
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Charlie is lazy but he prefers pizza and so takes the longer route to get it"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He knows where is stand is and it's not very far"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","They prefer pizza as the hot dog stand is slightly closer"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He knew the pizza truck wasn't far away so decided to walk to that instead of the hot dog one."
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He knows the area well so knows where is everything"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He likes pizza and this was the shortest route"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He chose thw path because he is conversant with the area."
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","charlie took the fastest and shortest the route to the pizza shop"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Charlie knows where the pizza truck"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","the pizza stand and hot dog stand are the same distance so they picked what they wanted to eat"
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","He felt like going for a walk and wanted pizza."
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","He thought he wanted hot dogs but when he reached the stand decided he wanted pizza instead."
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Charlie decides to get a hot dog but changes his mind and goes to the pizza van instead"
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","He likes pizza very much."
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","They go to the pizza stand because it's their favourite"
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Charlie still goes for the longer path while he knows the area well and lazy, there must be something blocking the shorter path."
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","They know that the pizza truck is round the corner. They dont like or dont want hot dog so they go to the pizza truck"
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Charlie felt like going for a walk before eating."
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","initially because they are lazy they wanted to go to hotdogs because it was in their view. However they probably changed their mind so then went to pizzas"
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","they decided to stop being lazy for once and took the long route"
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","They prefer pizza to hot dogs because, despite being lazy, they walked past the hot dog stand to get to the pizza stand instead."
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Changed their mind, they knew the pizza place was further on but went to the hot dogs first and then carried on"
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","He saw the dog cart but it is not his favorite, he kept walking until he found the pizza cart which is his favorite."
